150157,occ,,,13306,n. gen. Yacoraitichnus n. sp. avis,species,58867,,Yacoraitichnus avis,,species,58867,Maastrichtian,,72.1,66,Alonso and Marquillas,1986,6049,Chordata,Aves,,,Yacoraitichnus,,,,,-66,-25.5,Quebrada del TapÌ_n tracksite,,Leonardi locality 94,AR,Salta,San Carlos,stated in text,minutes,outcrop,"""in the Valle del Tonco, approximately 160 km southwest of the city of Salta""; coordinates given as 25å¡ 23' S, 66å¡ 5' W but map provides more specific location.  Coordinates given in Leonardi 1994.  Located 25 km SE of Quebrada de La Escalera locality, in Quebrada del TapÌ_n, E of ""Don Otto"" miner's camp (CNEA)",gp_mid,-49.12,-26.27,201,AR,,Yacoraite,Salta,Complejo Don Otto,group of beds,,,,,,,,"""Seccion Verde"" near top of formation, 10 m below Mealla Fm contact","""fine micaceous arenites, friable, with gray, white, and ochre yellow colors, thin intercalations of green lutites."" Uranium-bearing. The track beds are ""very fine-grained sandstones, yellowish gray, some 'limonitizadas' and intercalations of green pelites, abundant ripples and dessication cracks""",sandstone,"desiccation cracks,wave ripples,bioturbation,micaceous,gray,white",,,Y,,,,,,paralic indet.,,"""coastal area with periodically flooded beaches""",macrofossils,,many,,,,,,trace,,autochthonous,,,,life position,,,,,,,general faunal/floral,"surface (in situ),field collection,observed (not collected)",,some macrofossils,,,R. N. Alonso,1985,"""Remains of fishes and crocodiles as well as dinosaur footprints are known from this site.""",,terrestrial,,actively mobile,ground dwelling,,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"R. N. Alonso and R. A. Marquillas. 1986. Nueva localidad con huellas de dinosaurios y primer hallazgo de huellas de aves en la Formacion Yacoraite (Maastrichtiano) del norte Argentino [A new locality with dinosaur eggs and the first discovery of avian footprints in the Yacoraite Formation (Maastrichtian) of northern Argentina]. IV Congreso Argentino de Paleontologia y Biostratigrafia, Actas 2:33-41"
460015,occ,17961,,45325,n. gen. Vegavis n. sp. iaai,species,81024,,Vegavis iaai,,species,81024,Late Maastrichtian,,70.6,66,Clarke et al.,2005,17312,Chordata,Aves,Anseriformes,,Vegavis,,,2,individuals,-57.574444,-63.870556,"VEG9303, Cape Lamb",,,AA,,,stated in text,seconds,outcrop,"Cape Lamb, SW Vega Island, Antarctic Peninsula, Western Antarctica\r\nexact coordinate given in supplement of Clarke et al. (2005)",gp_mid,-71.12,-58.84,803,AA,,LÌ_pez de Bertodano,,,bed,,,,,,,,"""Unit B"" of Upper Cretaceous marine succession, referred tentatively to this formation; Middle? to Upper Maastrichtian\r\nlate Maastrichtian based on supplement to Clarke et al. (2005)","""fine-grained sandstones"" (Clarke et al. 2005)\r\nclearly lithified based on figure specimen",sandstone,"fine,concretionary",lithified,,Y,,,,,,coastal indet.,,"""near-shore marine"" (Clark et al. 2005)",macrofossils,,,,,,,,"body,concretion",good,,snapshot,,dispersed,,,,occasional,,,,general faunal/floral,"mechanical,peel or thin section,field collection",MLP,,,,,1992-1993,,,terrestrial,,actively mobile,volant,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"J. A. Clarke, C. P. Tambussi, and J. I. Noriega, G. M. Erickson, R. A. Ketcham. 2005. Definitive fossil evidence for the extant avian radiation in the Cretaceous. Nature 433(20):305-308"
1066314,occ,,,131860,n. gen. Polarornis n. sp. gregorii,species,243339,,Polarornis gregorii,,species,243339,Maastrichtian,,72.1,66,Chatterjee,2002,42504,Chordata,Aves,Gaviiformes,Gaviidae,Polarornis,,,1,specimens,-56.77861,-64.256668,Polarornis type-locality,,Seymour Island,AA,,,estimated from map,seconds,,"Google Earth placemark used to derive lat-long from map in Figure 1,",gp_mid,-70.52,-59,803,AA,,Lopez de Bertodano,,Sandwich Bluff,member,,,,,,,,The loon material was found in the upper part (Unit 9) of the loosely consolidated 1200-m-thick Lopez de Bertodano Formation (Fig. 1B).,,sandstone,nodular,poorly lithified,calcareous,Y,,,,,,marine indet.,,,macrofossils,none,some,,,,,,body,,,,,,,,,,,,"The loon material was found in a hard, calcareous sandstone nodule and was prepared chemically using weak formic acid (5 percent) in a bath. The exposed bone was coated with polyvinyl butyral (Butvar-B 76) and thoroughly dried before placing the nodule in the acid bath.",taxonomic,field collection,,all macrofossils,1 individuals,,"Bryan Small, Sankar Chatterjee",31st December 1983,,"Other taxa known from the site include: annelids, bivalves, gastropods, ammonites, mosasaurs, sharks, teleosts and plesiosaurs.",terrestrial,,actively mobile,ground dwelling,,carnivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"S. Chatterjee. 2002. The morphology and systematics of Polarornis, a Cretaceous Loon (Aves: Gaviidae) from Antarctica.  In Z.-H. Zhou, F.-C. Zhang (eds.), Proceedings of the 5th Symposium of the Society of Avian Paleontology and Evolution "
1011285,occ,26368,,12855,Dryolestidae sp.,genus,39890,,Dryolestidae,,family,39890,Maastrichtian,,72.1,66,Kielan-Jaworowska et al.,2004,14365,Chordata,Mammalia,,Dryolestidae,,,,1,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",terrestrial,,actively mobile,scansorial,,insectivore,,,hydroxyapatite,,,,vertebrate,"Z. Kielan-Jaworowska, R. L. Cifelli, and Z.-X. Luo. 2004. Mammals from the age of dinosaurs: Origins, evolution, and structure. Columbia University Press, New York "
1011286,occ,,,12855,Mammalia informal gen. et sp. indet. 2,species,99798,species not entered,Mammalia,,class,36651,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Mammalia,,,,,,1,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",terrestrial,,actively mobile,scansorial,,insectivore,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011287,occ,26369,,12855,Eutheria sp.,genus,137726,,Eutheria,,subclass,182911,Maastrichtian,,72.1,66,Kielan-Jaworowska et al.,2004,14365,Chordata,Mammalia,,,,,,1,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",terrestrial,,actively mobile,scansorial,,insectivore,viviparous,,hydroxyapatite,,,,vertebrate,"Z. Kielan-Jaworowska, R. L. Cifelli, and Z.-X. Luo. 2004. Mammals from the age of dinosaurs: Origins, evolution, and structure. Columbia University Press, New York "
457797,occ,,,13306,n. gen. Taponichnus n. sp. donottoi,species,58864,,Taponichnus donottoi,,species,58864,Maastrichtian,,72.1,66,Alonso and Marquillas,1986,6049,Chordata,Ornithischia,,Hadrosauridae,Taponichnus,,,,,-66,-25.5,Quebrada del TapÌ_n tracksite,,Leonardi locality 94,AR,Salta,San Carlos,stated in text,minutes,outcrop,"""in the Valle del Tonco, approximately 160 km southwest of the city of Salta""; coordinates given as 25å¡ 23' S, 66å¡ 5' W but map provides more specific location.  Coordinates given in Leonardi 1994.  Located 25 km SE of Quebrada de La Escalera locality, in Quebrada del TapÌ_n, E of ""Don Otto"" miner's camp (CNEA)",gp_mid,-49.12,-26.27,201,AR,,Yacoraite,Salta,Complejo Don Otto,group of beds,,,,,,,,"""Seccion Verde"" near top of formation, 10 m below Mealla Fm contact","""fine micaceous arenites, friable, with gray, white, and ochre yellow colors, thin intercalations of green lutites."" Uranium-bearing. The track beds are ""very fine-grained sandstones, yellowish gray, some 'limonitizadas' and intercalations of green pelites, abundant ripples and dessication cracks""",sandstone,"desiccation cracks,wave ripples,bioturbation,micaceous,gray,white",,,Y,,,,,,paralic indet.,,"""coastal area with periodically flooded beaches""",macrofossils,,many,,,,,,trace,,autochthonous,,,,life position,,,,,,,general faunal/floral,"surface (in situ),field collection,observed (not collected)",,some macrofossils,,,R. N. Alonso,1985,"""Remains of fishes and crocodiles as well as dinosaur footprints are known from this site.""",,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"R. N. Alonso and R. A. Marquillas. 1986. Nueva localidad con huellas de dinosaurios y primer hallazgo de huellas de aves en la Formacion Yacoraite (Maastrichtiano) del norte Argentino [A new locality with dinosaur eggs and the first discovery of avian footprints in the Yacoraite Formation (Maastrichtian) of northern Argentina]. IV Congreso Argentino de Paleontologia y Biostratigrafia, Actas 2:33-41"
457798,occ,,,13306,n. gen. Telosichnus n. sp. saltensis,species,58866,,Telosichnus saltensis,,species,58866,Maastrichtian,,72.1,66,Alonso and Marquillas,1986,6049,Chordata,Ornithischia,,Hadrosauridae,Telosichnus,,,,,-66,-25.5,Quebrada del TapÌ_n tracksite,,Leonardi locality 94,AR,Salta,San Carlos,stated in text,minutes,outcrop,"""in the Valle del Tonco, approximately 160 km southwest of the city of Salta""; coordinates given as 25å¡ 23' S, 66å¡ 5' W but map provides more specific location.  Coordinates given in Leonardi 1994.  Located 25 km SE of Quebrada de La Escalera locality, in Quebrada del TapÌ_n, E of ""Don Otto"" miner's camp (CNEA)",gp_mid,-49.12,-26.27,201,AR,,Yacoraite,Salta,Complejo Don Otto,group of beds,,,,,,,,"""Seccion Verde"" near top of formation, 10 m below Mealla Fm contact","""fine micaceous arenites, friable, with gray, white, and ochre yellow colors, thin intercalations of green lutites."" Uranium-bearing. The track beds are ""very fine-grained sandstones, yellowish gray, some 'limonitizadas' and intercalations of green pelites, abundant ripples and dessication cracks""",sandstone,"desiccation cracks,wave ripples,bioturbation,micaceous,gray,white",,,Y,,,,,,paralic indet.,,"""coastal area with periodically flooded beaches""",macrofossils,,many,,,,,,trace,,autochthonous,,,,life position,,,,,,,general faunal/floral,"surface (in situ),field collection,observed (not collected)",,some macrofossils,,,R. N. Alonso,1985,"""Remains of fishes and crocodiles as well as dinosaur footprints are known from this site.""",,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"R. N. Alonso and R. A. Marquillas. 1986. Nueva localidad con huellas de dinosaurios y primer hallazgo de huellas de aves en la Formacion Yacoraite (Maastrichtiano) del norte Argentino [A new locality with dinosaur eggs and the first discovery of avian footprints in the Yacoraite Formation (Maastrichtian) of northern Argentina]. IV Congreso Argentino de Paleontologia y Biostratigrafia, Actas 2:33-41"
484369,occ,19504,,48458,Dryosauridae indet.,family,38730,,Dryosauridae,,family,38730,Early Maastrichtian,,70.6,66,Ruiz-OmeÌ±aca et al.,2007,24830,Chordata,Ornithischia,,Dryosauridae,,,,1,individuals,-57.5,-63.900002,"Vega Island, British Antarctic Survey",,,AA,,,stated in text,1,small collection,"Vega Island, Antarctic Peninsula",gp_mid,-71.08,-58.88,803,AA,,Snow Hill Island,,Cape Lamb,bed,,,,,,,,171.5 and 186.5 m above the base of this member; originally assigned to the Lopez de Bertodano Fm.,"""silty mudstone""",mudstone,,,silty,Y,,,,,,deep-water indet.,,"""deposition on a deep shelf below storm wave base but adjecent to land""","macrofossils,mesofossils",,,,,,,,body,good,,,,,,,,occasional,,,,general faunal/floral,"surface (float),chemical,mechanical,acetic,sieve,field collection",BMNH,,,,P. Bengston & J. J. Hooker,1989,Discovered by Peter Bengston and revisted by J. J. Hooker who dry-seived one tonne of surface debris (150 sqaure meters).,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"J. I. Ruiz-OmeÌ±aca, X. Pereda Suberbiola, and P. M. Galton. 2007. Callovosaurus leedsi, the earliest dryosaurid dinosaur (Ornithischia: Euornithopoda) from the Middle Jurassic of England.  In K. Carpenter (ed.), Horns and Beaks: Ceratopsian and Ornithischian Dinosaurs "
513183,occ,28328,,51900,Hadrosauridae indet.,family,38755,,Hadrosauridae,,family,38755,Late Maastrichtian,,70.6,66,Otero and Reguero,2013,45986,Chordata,Ornithischia,,Hadrosauridae,,,,1,specimens,-53.549999,-61.849998,"Sandwich Bluff, Vega Island",,,AA,,,stated in text,minutes,small collection,"Sandwich Bluff on Cape Lamb, Vega Island, Antarctic Peninsula",gp_mid,,,,AA,,Snow Hill Island,,Sandwich Bluff,bed,,,,,,,,"Specimens found in the upper third of the Sandwich Bluff Member, originally Unit C of Lopez de Bertodano Fm.","""fine-grained, loosely consolidated sandstones""",sandstone,"fine,ferruginous",poorly lithified,,Y,,,,,,coastal indet.,,"""nearshore marine""",mesofossils,,,,,,,,body,good,allochthonous,snapshot,,dispersed,,,,none,,,,general faunal/floral,"surface (float),field collection",MLP,all macrofossils,,,D. Chaney,1998,,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"A. Otero and M. Reguero. 2013. Dinosaurs (Reptilia, Archosauria) at Museo de La Plata, Argentina: annotated catalogue of the type material and Antarctic specimens. Palaeontologia Electronica 16(1):3T:1-24"
702963,occ,,,75459,Iguanodontidae indet.,family,38744,,Iguanodontidae,,family,38744,Early Maastrichtian,,70.6,66,Case et al.,2007,25460,Chordata,Ornithischia,,Iguanodontidae,,,,1,specimens,-57.508034,-64.000267,"Fortress Hill, James Ross Island",,,AA,,,based on nearby landmark,6,small collection,"probably from Fortress Hill next to Terrapin Hill, near the Naze, James Ross Island",gp_mid,-71.14,-58.97,803,AA,,Snow Hill Island,,Cape Lamb,bed,,,,,,,,,,,,,,,,,,,,marginal marine indet.,,,macrofossils,,,,,,,,body,,allochthonous,snapshot,,dispersed,,,,,,,,taxonomic,field collection,,,,,,,,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"J. A. Case, J. E. Martin, and M. A. Reguero. 2007. A dromaeosaur from the Maastrichtian of James Ross Island and the Late Cretaceous Antarctic dinosaur fauna. In A. K. Cooper, C. R. Raymond, & the ISAES Editorial Team (eds.), Antarctica: A Keystone in a Changing World.  Online Proceedings of the 10th ISAES.  United States Geological Survey and the National Academies.  USGS Open-File Report 2007-1047, Short Research Paper 083:1-4"
1311096,occ,,,176012,n. gen. Morrosaurus n. sp. antarcticus,species,334967,,Morrosaurus antarcticus,,species,334967,Early Maastrichtian,,70.6,66,Rozadilla et al.,2016,57718,Chordata,Ornithischia,,,Morrosaurus,,,1,individuals,-57.504166,-63.927776,"northwest of Fortress Hill, El Morro",,"The Naze, locality 3",AA,,,stated in text,seconds,small collection,"northwest of Fortress Hill, El Morro (the Naze), James Ross Island, near the shore, close to sea level and ca. 30 m below the theropod found by Case et al. (2007). = Locality 3 of Del Valle et al. (1982)",gp_mid,-71.1,-58.91,803,AA,,Snow Hill Island,,Cape Lamb,bed,,,,,,,,"lower part of member. Although ""associated with"" plesiosaur bones and invertebrates, the stratigraphic chart in Fig. 1 indicates these are from lower levels than the ornithopod.","""gren sandstones""",sandstone,"concretionary,green",,,,,,,,,marginal marine indet.,,,macrofossils,,some,,,,,,body,medium,allochthonous,snapshot,,dispersed,,,,frequent,,,,taxonomic,"surface (float),field collection",,,,,"Motta, Novas",,,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",hydroxyapatite,compact or dense,,,vertebrate,"S. Rozadilla, F. L. Agnolin, and F. E. Novas, A. M. Aranciaga Rolando, M. J. Motta, J. M. Lirio, M. P. Isasi. 2016. A new ornithopod (Dinosauria, Ornithischia) from the Upper Cretaceous of Antarctica and its palaeobiogeographical implications. Cretaceous Research 57:311-324"
1011280,occ,,,12855,Ceratodus sp.,genus,54495,,Ceratodus,,genus,54495,Maastrichtian,,72.1,66,Gayet et al.,2001,39674,Chordata,Osteichthyes,Dipnoi,Ceratodontidae,Ceratodus,,,3,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",,,actively mobile,,,,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere, F. J. Meunier, H. Capetta, J. -C. Rage. 2001. Middle Maastrichtian vertebrates (fishes, amphibians, dinosaurs and other reptiles, mammals) from Pajcha Pata (Bolivia). Biostratigraphic, palaeoecologic and palaeobiogeographic implications. Palaeogeography, Palaeoclimatology, Palaeoecology 169(1-2):39-68"
1011281,occ,,,12855,Lepidosiren cf. paradoxa,species,256137,,Lepidosiren paradoxa,,species,256137,Maastrichtian,,72.1,66,Gayet et al.,1991,19317,Chordata,Osteichthyes,Dipnoi,,Lepidosiren,,,4,specimens,-65.449997,-17.855556,Pajcha Pata,,Pajchapata,BO,Cochabamba,,based on nearby landmark,seconds,outcrop,"About 40 km SE of Cochabamba, 1 km NE of Pajcha Pata, midway along Cliza-Anzaldo Road",gp_mid,-46.94,-18.88,201,BO,,El Molino,,,member,,,,,,,,"The fossils described in this paper occur about 30 m above the base of the El Molino Formation. This is in the base of the upper part of the Lower Member of the El Molino Formation\r\n\r\nBased on a detailed study of the magnetostratigraphy of the El Molino Formation at the La Palca stratotype section near Potos, and applying sequence stratigraphic methods for correlating with the Pajcha Pata section, the fossil bed is 68.4 Ma (Sempere et al., 1997, following the time scale of [Cande and Kent, 1992] and [Cande and Kent, 1995]).","The fossiliferous unit is about 3-m thick, and consists of red to yellow, fine- to medium-grained sandstone.The bed represents a broad channel that can be followed for about 2 km to the northeast of Pajcha Pata.",sandstone,"fine,medium,red,yellow",,,Y,,,,,,estuary/bay,,The bed was deposited during a sharp and short regressive phase of the dominantly marine-influenced Lower El Molino at a time when deposition rates for the El Molino were highest. The channel sands derive from a large northeasterly draining river system,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"bulk,surface (float),sieve,field collection",,some macrofossils,,,"Marshall, Gayet and Meunier","1989, 1994","Museo de Historia Natural de Cochabamba, Cochabamba, Bolivia (MHNC) collection","The fossil remains found at Pajcha Pata are mostly vertebrates. Nevertheless, a small number of invertebrates and plants have been recovered. They are generally very small and poorly preserved. There are gastropods (internal casts that seem identical to those found at Vila Vila21 and Tiupampa28), and Bryozoa. The flora is composed of charophytes. Some fish taxa (Gasteroclupea, Atherinomorpha), already reported at Pajcha Pata ( [Gayet, 1991] and [Gayet et al., 1991]) do not come from the main level but are from the area that includes this locality discussed in this paper. Consequently, they are not discussed in this present work.",,,actively mobile,,,,,,hydroxyapatite,,,,vertebrate,"M. Gayet, L. G. Marshall, and T. Sempere. 1991. The Mesozoic and Paleocene vertebrates of Bolivia and their stratigraphic context: a review. In R. Suarez-Soruco (ed.), Fosiles y Facies de Bolivia. Volumen 1‰ÛÓVertebrados. Revista TÌ©cnica de YPFB 12(3-4):393-433"
